,Reaction_name,Reaction_name_long,Subsystem,cell_type,associated_genes
28005,NDPK3_pos,nucleoside-diphosphate_kinase_(ATP:CDP),Nucleotide_interconversion,Endothelial,NME3
28006,NDPK3_neg,nucleoside-diphosphate_kinase_(ATP:CDP),Nucleotide_interconversion,Endothelial,NME3
28007,RE1834C_pos,RE1834,Bile_acid_synthesis,Endothelial,ACOT8
28008,r0345_neg,ATP:AMP_phosphotransferase_Purine_metabolism_EC:2.7.4.11,Nucleotide_interconversion,Endothelial,AK4
28009,r0345_pos,ATP:AMP_phosphotransferase_Purine_metabolism_EC:2.7.4.11,Nucleotide_interconversion,Endothelial,AK4
28010,NDPK9_neg,nucleoside-diphosphate_kinase_(ATP:IDP),Nucleotide_interconversion,Endothelial,NME3
28011,NDPK9_pos,nucleoside-diphosphate_kinase_(ATP:IDP),Nucleotide_interconversion,Endothelial,NME3
28012,r0726_neg,(S)-Hydroxydecanoyl-CoA:NAD+_oxidoreductase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:1.1.1.35_EC:1.1.1.211,Fatty_acid_oxidation,Endothelial,HADHA
28013,FAOXC101C8m_pos,fatty_acid_beta_oxidation(C10:1-->C8)m,Fatty_acid_oxidation,Endothelial,HADH
28014,r0728_pos,(S)-Hydroxydecanoyl-CoA_hydro-lyase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:4.2.1.17,Fatty_acid_oxidation,Endothelial,HADHA
28015,r0634_pos,Octanoyl-CoA:acetyl-CoA_C-acyltransferase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:2.3.1.16,Fatty_acid_oxidation,Endothelial,HADHB
28016,NDPK5_pos,Nucleoside-diphosphate_kinase_(ATP:dGDP),Nucleotide_interconversion,Endothelial,NME3
28017,NDPK7_neg,nucleoside-diphosphate_kinase_(ATP:dCDP),Nucleotide_interconversion,Endothelial,NME3
28018,NDPK7_pos,nucleoside-diphosphate_kinase_(ATP:dCDP),Nucleotide_interconversion,Endothelial,NME3
28019,RE1835C_pos,RE1835,Bile_acid_synthesis,Endothelial,BAAT
28020,AMY2e_pos,alpha-amylase__extracellular_(glygn2_->_glygn4),Starch_and_sucrose_metabolism,Endothelial,SLC3A2
28021,AMY1e_pos,alpha-amylase__extracellular_(strch1_->_strch2),Starch_and_sucrose_metabolism,Endothelial,SLC3A2
28022,OCD11COACPT1_pos,transport_of_11-octadecenoyl_carnitine_into_the_mitochondrial_matrix,Fatty_acid_oxidation,Endothelial,CPT1C
28023,OCT11EFATP_pos,uptake_of_vaccenic_acid_by_cells,Fatty_acid_oxidation,Endothelial,SLC27A3
28024,FAOXC181C161m_pos,fatty_acid_beta_oxidation(C18:1-->C16:1)m,Fatty_acid_oxidation,Endothelial,HADHB
28025,NNATr_pos,nicotinate-nucleotide_adenylyltransferase,NAD_metabolism,Endothelial,NMNAT3
28026,r0584_pos,Deamino-NAD+_nucleotidohydrolase_Nicotinate_and_nicotinamide_metabolism_EC:3.6.1.9,NAD_metabolism,Endothelial,NUDT12
28027,TKT1_pos,transketolase,Pentose_phosphate_pathway,Endothelial,TKTL2
28028,TKT2_pos,transketolase,Pentose_phosphate_pathway,Endothelial,TKTL2
28029,FAS180COA_pos,fatty-acyl-CoA_synthase_(n-C18:0CoA),Fatty_acid_synthesis,Endothelial,ELOVL6
28030,AKGDm_pos,2-oxoglutarate_dehydrogenase,Citric_acid_cycle,Endothelial,OGDH
28031,THRt4_pos,L-threonine__via_sodium_symport,Transport__extracellular,Endothelial,SLC38A2
28032,GLUt2m_neg,L-glutamate_reversible_transport_via_proton_symport__mitochondrial,Transport__mitochondrial,Endothelial,SLC25A18
28033,FAS100COA_pos,fatty_acyl-CoA_synthase_(n-C10:0CoA),Fatty_acid_synthesis,Endothelial,ELOVL6
28034,C100CPT1_pos,production_of_decanoylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1C
28035,NRPPHRtu_neg,Norepinephrine_uniport,Transport__extracellular,Endothelial,SLC22A3
28036,r0584_neg,Deamino-NAD+_nucleotidohydrolase_Nicotinate_and_nicotinamide_metabolism_EC:3.6.1.9,NAD_metabolism,Endothelial,NUDT12
28037,r0363_pos,Glycolysis_/_Glyconeogenesis_EC:2.7.1.1,Aminosugar_metabolism,Endothelial,HK3
28038,ENO_neg,enolase,Glycolysis/gluconeogenesis,Endothelial,ENO3
28039,GLXO1_pos,glyoxylate_oxidase,Glyoxylate_and_dicarboxylate_metabolism,Endothelial,LDHB
28040,C161OHc_pos,production_of_3-hydroxyhexadecenoylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1C
28041,r0739_pos,alcohol_dehydrogenase_Bile_acid_biosynthesis_EC:1.1.1.1,Bile_acid_synthesis,Endothelial,ADH5
28042,PHEtec_neg,L-phenylalanine_transport_via_diffusion_(extracellular_to_cytosol),Transport__extracellular,Endothelial,SLC43A2
28043,C161CPT1_pos,production_of_palmitoleoylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1C
28044,GLYt4_pos,glycine_transport_via_sodium_symport,Transport__extracellular,Endothelial,SLC38A2
28045,PRGNLONESULT_pos,steroid_sulfotransferase,Steroid_metabolism,Endothelial,SULT2B1
28046,LAPCOAl_pos,lysosomal_acid_phosphorylase_(CoA),CoA_catabolism,Endothelial,ACP6
28047,DHEASULT_pos,Dehydroepiandrosterone_sulfotransferase,Steroid_metabolism,Endothelial,SULT2A1
28048,2HBO_pos,2-Hydroxybutyrate:NAD+_oxidoreductase,Propanoate_metabolism,Endothelial,LDHB
28049,RE0344C_pos,RE0344,Fatty_acid_synthesis,Endothelial,BAAT
28050,r0364_pos,Glycolysis_/_Glyconeogenesis_EC:2.7.1.1,Aminosugar_metabolism,Endothelial,HK3
28051,ST6GALNAC31_pos,Alpha-N-acetylgalactosaminide_alpha-2_6-sialyltransferase_3,Sphingolipid_metabolism,Endothelial,ST6GALNAC6
28052,GALASE17ly_pos,beta-galactosidase__lysosomal,Keratan_sulfate_degradation,Endothelial,GLB1
28053,GALASE18ly_pos,beta-galactosidase__lysosomal,Keratan_sulfate_degradation,Endothelial,GLB1
28054,r0475_neg,2-Deoxyadenosine_5-diphosphate:oxidized-thioredoxin_2-oxidoreductase_Purine_metabolism_EC:1.17.4.1,Nucleotide_interconversion,Endothelial,RRM2B
28055,CORE2GTg_pos,Core_2_acetylglucosaminyltransferase__Golgi_apparatus,O-glycan_synthesis,Endothelial,GCNT4
28056,SIAASE3ly_pos,sialidase__lysosomal,Keratan_sulfate_degradation,Endothelial,GLB1
28057,GALASE16ly_pos,beta-galactosidase__lysosomal,Keratan_sulfate_degradation,Endothelial,GLB1
28058,S6TASE22ly_pos,galactose-6-sulfate_sulfatase__lysosomal,Keratan_sulfate_degradation,Endothelial,GLB1
28059,FATP1t_neg,fatty_acid_electroneutral_transport,Transport__extracellular,Endothelial,SLC27A4
28060,r0425_pos,EC:1.1.1.42,Unassigned,Endothelial,IDH3A
28061,PIK5_pos,phosphatidylinositol_5-kinase,Inositol_phosphate_metabolism,Endothelial,PIP5K1C
28062,LCYSTCBOXL_pos,3-Sulfoalanine_carboxy-lyase,Taurine_and_hypotaurine_metabolism,Endothelial,GAD2
28063,HEX4_pos,hexokinase_(D-mannose:ATP),Fructose_and_mannose_metabolism,Endothelial,HK2
28064,FACOAL1831_neg,fatty-acid--CoA_ligase,Fatty_acid_oxidation,Endothelial,ACSL3
28065,r1260_pos,EC:6.2.1.3,Fatty_acid_oxidation,Endothelial,ACSL3
28066,ALCD2if_pos,alcohol_dehydrogenase__forward_rxn_(ethanol_->_acetaldehyde),Glycolysis/gluconeogenesis,Endothelial,ADH5
28067,DHEASt_pos,dehydroepiandrosterone_sulfate_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO2B1
28068,DHEASt_neg,dehydroepiandrosterone_sulfate_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO2B1
28069,PIACGT_pos,phosphatidylinositol_N-acetylglucosaminyltransferase,Phosphatidylinositol_phosphate_metabolism,Endothelial,PIGC
28070,H7_TAer_pos,H7'_transamidase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Endothelial,PIGS
28071,FAOXC24C22x_pos,Fatty_acid_beta_oxidation(C24-->C22)x,Fatty_acid_oxidation,Endothelial,EHHADH
28072,FAOXC240200x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
28073,CYSGLUexR_neg,L-cysteine/L-glutamine_reversible_exchanger,Transport__extracellular,Endothelial,SLC7A5
28074,FAOXC241181x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
28075,OXAHCOtex_pos,oxalate_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLC26A3
28076,ESTRONESt_pos,estrone_3-sulfate_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO1C1
28077,r1257_pos,EC:6.2.1.3,Fatty_acid_oxidation,Endothelial,ACSL3
28078,GLPASE2_pos,glycogen_phosphorylase_(amyls_->_glc-D),Starch_and_sucrose_metabolism,Endothelial,PYGM
28079,GLGNS1_pos,glycogen_synthase_(ggn_->_glygn1),Starch_and_sucrose_metabolism,Endothelial,GYS2
28080,GGNG_pos,glycogenin_self-glucosylation,Starch_and_sucrose_metabolism,Endothelial,GYS2
28081,GLPASE1_pos,glycogen_phosphorylase_(glygn2_->_dxtrn),Starch_and_sucrose_metabolism,Endothelial,PYGM
28082,PI4PLC_pos,phosphatidylinositol_4-phosphate_phospholipase_C,Inositol_phosphate_metabolism,Endothelial,PLCB3
28083,M4BTAer_pos,M4B_transamidase__endoplasmic_reticulum,Phosphatidylinositol_phosphate_metabolism,Endothelial,PIGS
28084,r0130_neg,gamma-glutamyltranspeptidase_Glutathione_metabolism_EC:3.4.11.4,Glutathione_metabolism,Endothelial,GGT6
28085,FACOAL1821_neg,fatty-acid--CoA_ligase,Fatty_acid_oxidation,Endothelial,ACSL3
28086,HISTAtu_pos,Histamine_uniport,Transport__extracellular,Endothelial,SLC22A5
28087,CYSGLUexR_pos,L-cysteine/L-glutamine_reversible_exchanger,Transport__extracellular,Endothelial,SLC7A5
28088,ESTRONESt_neg,estrone_3-sulfate_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO1C1
28089,PROSTGE2t_pos,prostaglandin_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO3A1
28090,PROSTGE2t_neg,prostaglandin_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO3A1
28091,CYSGLYexR_pos,L-cysteine/glycine_reversible_exchanger,Transport__extracellular,Endothelial,SLC7A8
28092,NAt_neg,sodium_transport_(uniport),Transport__extracellular,Endothelial,SLC5A5
28093,r0145_neg,L-Arginine_NADPH:oxygen_oxidoreductase_(nitric-oxide-forming)_Arginine_and_proline_metabolism_EC:1.14.13.39,Arginine_and_Proline_Metabolism,Endothelial,NOS3
28094,NOS1_pos,Nitric_Oxide_Synthase_(intermediate_forming),Arginine_and_Proline_Metabolism,Endothelial,NOS3
28095,NOS2_pos,Nitric_Oxide_Synthase_(NO_forming),Arginine_and_Proline_Metabolism,Endothelial,NOS3
28096,RE2649C_pos,RE2649,Bile_acid_synthesis,Endothelial,BAAT
28097,LPSe_pos,lipase,Triacylglycerol_synthesis,Endothelial,LIPG
28098,NTP3e_pos,nucleoside-triphosphatase_(GTP),Nucleotide_interconversion,Endothelial,ENTPD3
28099,NDP3ex_pos,nucleoside-diphosphatase_(GDP)__extracellular,Nucleotide_interconversion,Endothelial,ENTPD3
28100,ESTRADIOLGLCt_pos,estradiol_glucuronide_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO1C1
28101,NAt_pos,sodium_transport_(uniport),Transport__extracellular,Endothelial,SLC5A5
28102,NDP10ex_pos,nucleoside-diphosphatase_(IDP)__extracellular,Nucleotide_interconversion,Endothelial,ENTPD3
28103,HOMt4_pos,L-homoserine_via_sodium_symport,Transport__extracellular,Endothelial,SLC7A3
28104,ATPH2e_pos,ATP_diphosphohydrolase,Nucleotide_interconversion,Endothelial,ENTPD3
28105,r0139_pos,CDP_diphosphohydrolase_Pyrimidine_metabolism_EC:3.6.1.5,Pyrimidine_catabolism,Endothelial,ENTPD8
28106,r0494_pos,dTDP_diphosphohydrolase_Pyrimidine_metabolism_EC:3.6.1.5,Pyrimidine_catabolism,Endothelial,ENTPD8
28107,r0497_pos,dTTP_nucleotidohydrolase_Pyrimidine_metabolism_EC:3.6.1.39,Pyrimidine_catabolism,Endothelial,ENTPD8
28108,r0181_pos,ITP_diphosphohydrolase_Purine_metabolism_EC:3.6.1.5,Purine_catabolism,Endothelial,ENTPD8
28109,r0149_pos,CTP_diphosphohydrolase_Pyrimidine_metabolism_EC:3.6.1.5,Pyrimidine_catabolism,Endothelial,ENTPD8
28110,r0149_neg,CTP_diphosphohydrolase_Pyrimidine_metabolism_EC:3.6.1.5,Pyrimidine_catabolism,Endothelial,ENTPD8
28111,r0497_neg,dTTP_nucleotidohydrolase_Pyrimidine_metabolism_EC:3.6.1.39,Pyrimidine_catabolism,Endothelial,ENTPD8
28112,r0181_neg,ITP_diphosphohydrolase_Purine_metabolism_EC:3.6.1.5,Purine_catabolism,Endothelial,ENTPD8
28113,r0139_neg,CDP_diphosphohydrolase_Pyrimidine_metabolism_EC:3.6.1.5,Pyrimidine_catabolism,Endothelial,ENTPD8
28114,r0494_neg,dTDP_diphosphohydrolase_Pyrimidine_metabolism_EC:3.6.1.5,Pyrimidine_catabolism,Endothelial,ENTPD8
28115,HISTAtu_neg,Histamine_uniport,Transport__extracellular,Endothelial,SLC22A5
28116,PIt7_neg,phosphate_transport_in/out_via_three_Na+_symporter,Transport__extracellular,Endothelial,SLC17A3
28117,MTHFDm_neg,methylenetetrahydrofolate_dehydrogenase_(NADP)__mitochondrial,Folate_metabolism,Endothelial,MTHFD2
28118,NDP7er_pos,nucleoside-diphosphatase_(UDP)__endoplasmic_reticulum,Nucleotide_interconversion,Endothelial,ENTPD5
28119,CYSGLYexR_neg,L-cysteine/glycine_reversible_exchanger,Transport__extracellular,Endothelial,SLC7A8
28120,TCHOLAt_pos,taurocholate_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO4A1
28121,TRIODTHYt_pos,T3_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO1C1
28122,THYOXt_pos,T4_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO1C1
28123,TRIODTHYt_neg,T3_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO1C1
28124,THYOXt_neg,T4_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO1C1
28125,HISyLATtc_pos,Transport_of_L-Histidine_by_y+LAT1_or_y+LAT2_transporters_in_small_intestine_and_kidney,Transport__extracellular,Endothelial,SLC7A7
28126,TCHOLAt_neg,taurocholate_transport_via_bicarbonate_countertransport,Transport__extracellular,Endothelial,SLCO4A1
28127,3SALACBOXL_pos,3-Sulfino-L-alanine_carboxy-lyase,Taurine_and_hypotaurine_metabolism,Endothelial,GAD2
28128,NaKt_pos,Na+/K+_exchanging_ATPase,Transport__extracellular,Endothelial,ATP1A3
28129,FAOXC246226x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
28130,FAOXC2452253x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
28131,FAOXC2442246x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
28132,FAOXC260240x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
28133,FAOXC2452256x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
28134,RE2973N_pos,RE2973,Phosphatidylinositol_phosphate_metabolism,Endothelial,PIK3C2G
28135,ALAyLATthc_pos,transport_of_Alanine_by_y+LAT1_or_y+LAT2_with_co-transporter_of_h_in_small_intestine_and_kidney,Transport__extracellular,Endothelial,SLC7A7
28136,MANt1r_neg,mannose_transport_(uniport),Transport__extracellular,Endothelial,SLC2A3
28137,GLCt4_pos,glucose_transport_via_sodium_symport,Transport__extracellular,Endothelial,SLC5A12
28138,GLCt1r_neg,glucose_transport_(uniport),Transport__extracellular,Endothelial,SLC2A12
28139,GLCt4_neg,glucose_transport_via_sodium_symport,Transport__extracellular,Endothelial,SLC5A12
28140,GLCt1r_pos,glucose_transport_(uniport),Transport__extracellular,Endothelial,SLC2A12
28141,MANt1r_pos,mannose_transport_(uniport),Transport__extracellular,Endothelial,SLC2A3
28142,r1254_pos,EC:6.2.1.3,Fatty_acid_oxidation,Endothelial,ACSL3
28143,MALT_pos,alpha-glucosidase,Starch_and_sucrose_metabolism,Endothelial,MGAM
28144,GALt1r_neg,galactose_transport_(uniport),Transport__extracellular,Endothelial,SLC2A2
28145,r0129_neg,gamma-glutamyltranspeptidase_Glutathione_metabolism_EC:3.4.11.4,Glutathione_metabolism,Endothelial,GGT6
28146,r0130_pos,gamma-glutamyltranspeptidase_Glutathione_metabolism_EC:3.4.11.4,Glutathione_metabolism,Endothelial,GGT6
28147,GALt4_neg,galactose_transport_via_sodium_symport,Transport__extracellular,Endothelial,SLC5A9
28148,GALt4_pos,galactose_transport_via_sodium_symport,Transport__extracellular,Endothelial,SLC5A9
28149,GALt1r_pos,galactose_transport_(uniport),Transport__extracellular,Endothelial,SLC2A2
28150,GLNyLATthc_pos,transport_of_Glutamine_by_y+LAT1_or_y+LAT2_with_co-transporter_of_h_in_small_intestine_and_kidney,Transport__extracellular,Endothelial,SLC7A7
28151,LEUyLAThtc_pos,transport_of_Leucine_by_y+LAT1_or_y+LAT2_with_co-transporter_of_h_in_small_intestine_and_kidney,Transport__extracellular,Endothelial,SLC7A7
28152,METyLATthc_pos,transport_of_Methionine_by_y+LAT1_or_y+LAT2_with_co-transporter_of_h_in_small_intestine_and_kidney,Transport__extracellular,Endothelial,SLC7A7
28153,PHEyLATthc_pos,transport_of_Phenylalanine_by_y+LAT1_or_y+LAT2_with_co-transporter_of_h_in_small_intestine_and_kidney,Transport__extracellular,Endothelial,SLC7A7
28154,HISyLATthc_pos,Transport_of_Histidine_by_y+LAT1_or_y+LAT2_with_co-transporter_of_h_in_small_intestine_and_kidney,Transport__extracellular,Endothelial,SLC7A7
28155,CAt7r_pos,calcium_/_sodium_antiporter_(1:3)__reversible,Transport__extracellular,Fibroblasts,SLC8A3
28156,CAt7r_neg,calcium_/_sodium_antiporter_(1:3)__reversible,Transport__extracellular,Fibroblasts,SLC8A3
28157,NCKt_neg,Na+/Ca2+-K+_exchange,Transport__extracellular,Fibroblasts,SLC24A3
28158,NCKt_pos,Na+/Ca2+-K+_exchange,Transport__extracellular,Fibroblasts,SLC24A3
28159,r0688_pos,3alpha_7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+_oxidoreductase_Bile_acid_biosynthesis_EC:1.2.1.3,Bile_acid_synthesis,Fibroblasts,ALDH3A2
28160,r0688_neg,3alpha_7alpha-Dihydroxy-5beta-cholestan-26-al:NAD+_oxidoreductase_Bile_acid_biosynthesis_EC:1.2.1.3,Bile_acid_synthesis,Fibroblasts,ALDH3A2
28161,r0464_neg,4-Aminobutyraldehyde:NAD+_oxidoreductase_Urea_cycle_and_metabolism_of_amino_groups_EC:1.2.1.3,Glutamate_metabolism,Fibroblasts,ALDH3A2
28162,r0549_pos,4-aminobutanal:NAD+_1-oxidoreductase;_4-aminobutyraldehyde:NAD+_oxidoreductase_Urea_cycle_and_metabolism_of_amino_groups_/_beta-Alanine_metabolism_EC:1.2.1.3_EC:1.2.1.19,Glutamate_metabolism,Fibroblasts,ALDH3A2
28163,DHEASULT_pos,Dehydroepiandrosterone_sulfotransferase,Steroid_metabolism,Fibroblasts,SULT2A1
28164,PRGNLONESULT_pos,steroid_sulfotransferase,Steroid_metabolism,Fibroblasts,SULT2B1
28165,r0643_neg,(S)-Methylmalonate_semialdehyde:NAD+_oxidoreductase_Valine__leucine_and_isoleucine_degradation_EC:1.2.1.3,Valine__leucine__and_isoleucine_metabolism,Fibroblasts,ALDH3A2
28166,TCHOLAt_neg,taurocholate_transport_via_bicarbonate_countertransport,Transport__extracellular,Fibroblasts,SLCO4A1
28167,RE3346M_pos,RE3346,Bile_acid_synthesis,Fibroblasts,ALDH7A1
28168,FBP26_pos,Fructose-2_6-bisphosphate_2-phosphatase,Fructose_and_mannose_metabolism,Fibroblasts,PFKFB1
28169,PFK26_pos,6-phosphofructo-2-kinase,Fructose_and_mannose_metabolism,Fibroblasts,PFKFB3
28170,LNLCCPT1_pos,carnitine_O-palmitoyltransferase,Fatty_acid_oxidation,Fibroblasts,CPT1C
28171,C182OHc_pos,production_of_3-hydroxyoctadecadienoylcarnitine,Fatty_acid_oxidation,Fibroblasts,CPT1C
28172,r0407_pos,Sedoheptulose_1_7-bisphosphate_D-glyceraldehyde-3-phosphate-lyase_Carbon_fixation_EC:4.1.2.13,Unassigned,Fibroblasts,ALDOC
28173,C81CPT1_pos,production_of_ocetenoylcarnitine,Fatty_acid_oxidation,Fibroblasts,CPT1C
28174,C141CPT1_pos,production_of_tetradecenoylcarnitine,Fatty_acid_oxidation,Fibroblasts,CPT1C
28175,C102CPT1_pos,production_of_decadienoylcarnitine,Fatty_acid_oxidation,Fibroblasts,CPT1C
28176,C121CPT1_pos,production_of_dodecenoylcarnitine,Fatty_acid_oxidation,Fibroblasts,CPT1C
28177,C101CPT1_pos,production_of_decenoylcarnitine,Fatty_acid_oxidation,Fibroblasts,CPT1C
28178,C142CPT1_pos,production_of_tetradecadienoylcarnitine,Fatty_acid_oxidation,Fibroblasts,CPT1C
28179,ECOAH12m_pos,3-hydroxyacyl-CoA_dehydratase_(3-hydroxyisobutyryl-CoA)_(mitochondria),Valine__leucine__and_isoleucine_metabolism,Fibroblasts,HADHB
28180,LCADi_D_pos,lactaldehyde_dehydrogenase,Pyruvate_metabolism,Fibroblasts,ALDH1A3
28181,r1156_neg,dUTP:uridine_5-phosphotransferase_Pyrimidine_metabolism_EC:2.7.1.48,Nucleotide_interconversion,Fibroblasts,UCKL1
28182,URIK1_pos,uridine_kinase_(ATP:Uridine),Pyrimidine_synthesis,Fibroblasts,UCKL1
28183,NDPK6_neg,Nucleoside-diphosphate_kinase_(ATP:dUDP),Nucleotide_interconversion,Fibroblasts,NME3
28184,MALT_pos,alpha-glucosidase,Starch_and_sucrose_metabolism,Fibroblasts,MGAM
28185,NTD4_pos,5'-nucleotidase_(CMP),Pyrimidine_catabolism,Fibroblasts,NT5C1B
28186,ACNAMPH_pos,N-Acetylneuraminate_9-phosphate_phosphohydrolase,Aminosugar_metabolism,Fibroblasts,NANP
28187,NT5C_pos,Nicotinate_D-ribonucleotide_phosphohydrolase,NAD_metabolism,Fibroblasts,NT5C1B
28188,PI5P4K_pos,phosphatidylinositol-5-phosphate_4-kinase,Inositol_phosphate_metabolism,Fibroblasts,PI4KB
28189,PIK4_pos,phosphatidylinositol_4-kinase,Glycerophospholipid_metabolism,Fibroblasts,PI4KB
28190,PLA2_2_pos,phospholipase_A2,Glycerophospholipid_metabolism,Fibroblasts,PLA2G2F
28191,RE3074X_neg,RE3074,Fatty_acid_oxidation,Fibroblasts,ACSL4
28192,RE3074X_pos,RE3074,Fatty_acid_oxidation,Fibroblasts,ACSL4
28193,NTD6_pos,5'-nucleotidase_(dAMP),Nucleotide_interconversion,Fibroblasts,NT5C1B
28194,GALt4_neg,galactose_transport_via_sodium_symport,Transport__extracellular,Fibroblasts,SLC5A9
28195,NTD11_pos,5'-nucleotidase_(IMP),Purine_catabolism,Fibroblasts,NT5C2
28196,AMY1e_pos,alpha-amylase__extracellular_(strch1_->_strch2),Starch_and_sucrose_metabolism,Fibroblasts,SLC3A2
28197,AMY2e_pos,alpha-amylase__extracellular_(glygn2_->_glygn4),Starch_and_sucrose_metabolism,Fibroblasts,SLC3A2
28198,MANt1r_pos,mannose_transport_(uniport),Transport__extracellular,Fibroblasts,SLC2A3
28199,PDHm_pos,pyruvate_dehydrogenase,Glycolysis/gluconeogenesis,Fibroblasts,PDHA1
28200,ESTRADIOLGLCt_pos,estradiol_glucuronide_transport_via_bicarbonate_countertransport,Transport__extracellular,Fibroblasts,SLCO1C1
28201,NAt5_pos,sodium/ammonium_proton_antiporter,Transport__extracellular,Fibroblasts,SLC9A3
28202,NTD5_pos,5'-nucleotidase_(dTMP),Pyrimidine_catabolism,Fibroblasts,NT5C1B
28203,r0475_neg,2-Deoxyadenosine_5-diphosphate:oxidized-thioredoxin_2-oxidoreductase_Purine_metabolism_EC:1.17.4.1,Nucleotide_interconversion,Fibroblasts,RRM2B
28204,RE0344C_pos,RE0344,Fatty_acid_synthesis,Fibroblasts,BAAT
28205,PLA2_2e_pos,phospholipase_A2,Glycerophospholipid_metabolism,Fibroblasts,PLA2G1B
28206,NADH2_u10m_pos,NADH_dehydrogenase__mitochondrial,Oxidative_phosphorylation,Fibroblasts,MT-ND2
28207,ECOAH9m_neg,2-Methylprop-2-enoyl-CoA_(2-Methylbut-2-enoyl-CoA)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Fibroblasts,HADHB
28208,ACACT10m_neg,acetyl-CoA_C-acetyltransferase__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Fibroblasts,HADHB
28209,HACD9m_neg,3-hydroxyacyl-CoA_dehydrogenase_(2-Methylacetoacetyl-CoA)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Fibroblasts,HSD17B10
28210,r1254_pos,EC:6.2.1.3,Fatty_acid_oxidation,Fibroblasts,ACSL3
28211,NDPK4_neg,nucleoside-diphosphate_kinase_(ATP:dTDP),Nucleotide_interconversion,Fibroblasts,NME3
28212,r0181_pos,ITP_diphosphohydrolase_Purine_metabolism_EC:3.6.1.5,Purine_catabolism,Fibroblasts,ENTPD8
28213,r0139_pos,CDP_diphosphohydrolase_Pyrimidine_metabolism_EC:3.6.1.5,Pyrimidine_catabolism,Fibroblasts,ENTPD8
